City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Nicoya,20,CR,1583117732,58,10.15,-85.45,301.15,8.2
Antalaha,100,MG,1583117732,79,-14.9,50.28,299.79,6.84
Port Blair,27,IN,1583117732,69,11.67,92.75,300.39,4.13
Manama,5,BH,1583117732,88,26.22,50.58,292.15,2.6
Ambilobe,82,MG,1583117732,90,-13.2,49.05,296.65,2.88
Mumford,17,GH,1583117732,90,5.26,-0.76,298.92,1.59
Madang,93,PG,1583117732,72,-5.22,145.8,301.35,3.86
Quelimane,100,MZ,1583117733,86,-17.88,36.89,296.27,2.96
Mossamedes,27,AO,1583117733,79,-15.2,12.15,296.58,8.38
Kampene,100,CD,1583117733,99,-3.6,26.67,292.48,0.76
Shimoda,75,JP,1583117733,100,34.67,138.95,283.71,9.3
Khovd,0,MN,1583117733,59,48.01,91.64,265.93,1.12
Kieta,2,PG,1583117733,69,-6.22,155.63,302.42,3.43
Sladkovo,100,RU,1583117733,94,55.53,70.34,270.63,4.53
Mezen',100,RU,1583117733,86,65.85,44.24,263.08,4.26
Bukachacha,100,RU,1583117733,79,52.98,116.92,262.8,2.18
Bengkulu,0,ID,1583117522,54,-3.8,102.27,304.8,0.25
Klaksvík,100,FO,1583117733,74,62.23,-6.59,275.15,8.2
Semey,98,KZ,1583117733,79,50.41,80.23,270.15,6.0
Sabang,35,ID,1583117734,74,5.89,95.32,301.1,6.87
Mana,85,GF,1583117734,92,5.66,-53.78,295.52,1.13
Cuencamé de Ceniceros,88,MX,1583117734,21,24.87,-103.7,294.91,3.59
Vila Franca do Campo,75,PT,1583117734,93,37.72,-25.43,290.15,7.7
Kenai,75,US,1583117734,92,60.55,-151.26,272.04,4.31
Nandu,100,CN,1583117734,73,22.85,110.82,301.48,3.01
Banjar,0,ID,1583117734,73,-8.19,114.97,301.37,1.78
Pallasovka,0,RU,1583117734,62,50.05,46.88,274.02,2.67
Pisco,90,PE,1583117734,83,-13.7,-76.22,297.15,5.7
Kamaishi,75,JP,1583117734,69,39.27,141.88,277.15,2.6
Buraidah,0,SA,1583117734,61,26.33,43.98,283.15,2.6
Susa,0,IR,1583117734,73,32.19,48.24,284.53,0.52
Zhezkazgan,90,KZ,1583117735,100,47.8,67.71,267.15,2.0
Wukari,3,NG,1583117735,70,7.85,9.78,299.44,2.63
Atbasar,100,KZ,1583117735,94,51.8,68.33,268.63,3.96
Mahenge,100,TZ,1583117735,96,-8.68,36.72,294.43,1.22
Aswān,0,EG,1583117735,38,24.09,32.91,284.37,5.13
Guymon,1,US,1583117735,55,36.68,-101.48,287.15,5.7
Sinazongwe,76,ZM,1583117735,74,-17.26,27.46,294.04,3.56
Storsteinnes,99,NO,1583117735,84,69.24,19.23,268.15,3.1
Grindavik,75,IS,1583117735,69,63.84,-22.43,275.15,13.4
Conde,90,BR,1583117735,94,-7.26,-34.91,299.15,2.1
Megion,75,RU,1583117735,86,61.03,76.11,272.15,3.0
Santa Isabel Rio Negro,85,BR,1583117736,98,-0.41,-65.02,296.86,1.69
Omboué,100,GA,1583117736,98,-1.57,9.26,297.29,1.52
Mata,100,PT,1583117736,96,40.68,-7.46,285.37,8.94
Homer,90,US,1583117736,82,59.64,-151.55,275.15,2.6
Sakakah,0,SA,1583117736,66,29.97,40.21,282.15,2.6
Matadi,100,CD,1583117736,93,-5.82,13.45,295.73,0.78
Presidente Médici,99,BR,1583117736,97,-11.18,-61.9,295.64,1.2
Bose,3,IT,1583117736,69,45.46,8.01,278.15,0.5
Matara,100,LK,1583117565,67,5.95,80.54,300.49,2.31
São Miguel do Araguaia,97,BR,1583117736,92,-13.28,-50.16,296.19,1.22
Muros,75,ES,1583117736,93,42.78,-9.06,287.04,5.7
Kiryat Gat,75,IL,1583117737,82,31.61,34.76,286.15,3.1
Grand Gaube,75,MU,1583117703,94,-20.01,57.66,299.15,3.31
Khani,75,GE,1583117737,100,41.96,42.96,279.15,1.5
Shiyan,100,CN,1583117737,65,32.65,110.78,281.11,2.25
Cairns,83,AU,1583117560,55,-16.92,145.77,307.04,2.6
Marabu,75,MY,1583117737,79,4.41,114.01,303.15,3.6
Srednekolymsk,52,RU,1583117737,82,67.45,153.68,256.45,3.35
Emba,0,KZ,1583117737,87,48.83,58.14,264.31,4.85
Lucapa,100,AO,1583117737,89,-8.42,20.74,291.45,1.23
Tezu,100,IN,1583117737,36,27.92,96.17,293.8,1.32
Vestmannaeyjar,100,IS,1583117737,73,63.44,-20.27,276.84,20.74
Vrangel',100,RU,1583117738,66,42.73,133.08,271.72,5.02
Bonga,74,ET,1583117738,63,7.28,36.23,287.82,0.94
Half Moon Bay,1,US,1583117738,71,37.46,-122.43,288.15,1.5
Saint Anthony,90,US,1583117718,64,45.02,-93.22,276.15,4.6
Nome,1,US,1583117738,65,64.5,-165.41,260.15,2.1
Turaif,4,SA,1583117738,100,31.67,38.66,278.15,2.1
Betioky,0,MG,1583117738,84,-23.72,44.38,292.24,2.41
Burns Lake,87,CA,1583117738,86,54.23,-125.75,270.1,3.66
Vila Velha,75,BR,1583117688,100,-20.33,-40.29,296.15,3.1
Tal'menka,100,RU,1583117738,85,53.82,83.57,268.15,4.0
Jaora,0,IN,1583117738,35,23.63,75.13,293.92,2.01
Sorrento,58,IT,1583117738,81,40.63,14.37,287.04,2.6
Elwood,75,AU,1583117739,45,-37.88,144.98,292.59,8.7
Pizarro,100,CO,1583117739,82,4.95,-77.37,300.21,3.67
Aulla,34,IT,1583117739,83,44.21,9.97,284.82,3.18
Ambovombe,44,MG,1583117739,92,-25.17,46.08,292.62,3.58
Menongue,29,AO,1583117739,68,-14.66,17.69,286.71,1.99
Sur,0,OM,1583117739,63,22.57,59.53,292.77,3.89
Puerto Lempira,49,HN,1583117739,80,15.27,-83.77,298.93,8.84
Paamiut,10,GL,1583117739,61,61.99,-49.67,252.21,4.42
Alofi,7,NU,1583117739,74,-19.06,-169.92,302.15,4.6
Camacha,40,PT,1583117739,88,33.08,-16.33,291.15,5.7
Harihar,98,IN,1583117739,67,14.52,75.8,296.56,1.46
Moerai,100,PF,1583117739,82,-22.43,-151.33,299.8,7.42
Nanortalik,0,GL,1583117740,58,60.14,-45.24,265.1,20.13
Mission,1,US,1583117484,68,26.22,-98.33,296.48,6.2
Viişoara,90,RO,1583117740,65,46.55,23.92,280.37,4.1
St. Marys,1,US,1583117740,71,30.73,-81.55,287.15,2.6
Bilma,2,NE,1583117740,15,18.69,12.92,293.9,4.67
Floresta,87,BR,1583117740,60,-8.6,-38.57,299.49,6.34
Milos,23,GR,1583117740,93,36.75,24.43,284.15,3.1
Sikonge,100,TZ,1583117740,94,-5.63,32.77,291.6,1.38
Safaga,0,EG,1583117740,50,26.73,33.94,287.15,4.6
Wuda,0,CN,1583117740,29,39.5,106.71,274.7,13.03
Bubaque,0,GW,1583117740,66,11.28,-15.83,300.65,1.76
Myski,63,RU,1583117694,89,53.71,87.8,267.92,1.83
Bermeo,75,ES,1583117741,93,43.42,-2.72,285.93,2.1
Nagorsk,100,RU,1583117741,95,59.32,50.81,269.84,5.34
Banda Aceh,35,ID,1583117741,58,5.56,95.32,302.89,3.3
Morgan City,75,US,1583117741,88,29.7,-91.21,291.15,5.7
Himatnagar,0,IN,1583117540,55,23.6,72.95,292.15,3.24
Swift Current,1,CA,1583117708,85,50.28,-107.8,266.15,4.6
Gazojak,0,TM,1583117741,70,41.19,61.4,281.02,4.77
Skjervøy,100,NO,1583117741,71,70.03,20.97,270.2,6.22
Maţāy,0,EG,1583117659,82,28.42,30.78,283.0,3.52
Norheimsund,75,NO,1583117741,93,60.37,6.15,278.15,9.8
North Bay,75,CA,1583117659,79,46.32,-79.47,271.48,5.7
Ballina,0,AU,1583117741,70,-28.87,153.57,305.37,4.6
Walvis Bay,0,NA,1583117742,87,-22.96,14.51,292.38,1.53
Mitsamiouli,100,KM,1583117742,73,-11.38,43.28,301.78,1.11
Guilin,90,CN,1583117742,72,25.28,110.29,288.15,3.0
Amahai,47,ID,1583117742,71,-3.33,128.92,302.71,1.93
Soure,98,BR,1583117742,94,-0.72,-48.52,297.6,1.47
Inírida,37,CO,1583117742,87,3.87,-67.92,297.15,0.26
Haines Junction,100,CA,1583117742,91,60.75,-137.51,266.18,4.62
Arroio Grande,0,BR,1583117524,92,-32.24,-53.09,290.37,2.41
Havre-St-Pierre,1,CA,1583117742,92,50.23,-63.6,261.15,2.1
Irbeyskoye,0,RU,1583117742,89,55.64,95.45,260.72,2.05
Dehlorān,0,IR,1583117447,78,32.69,47.27,283.77,0.6
Nyazepetrovsk,88,RU,1583117742,96,56.05,59.6,263.95,2.45
Naze,75,JP,1583117743,77,28.37,129.48,292.15,8.2
Gouré,20,NE,1583117743,16,13.98,10.27,298.15,3.13
Pauini,100,BR,1583117743,96,-7.71,-66.98,295.08,0.54
Tual,23,ID,1583117743,68,-5.67,132.75,302.99,1.23
Fuerte Olimpo,31,PY,1583117743,69,-21.04,-57.87,297.26,2.6
Bolpur,20,IN,1583117743,83,23.67,87.72,304.82,2.83
Avera,1,US,1583117743,70,33.19,-82.53,286.15,2.2
Kavieng,20,PG,1583117743,66,-2.57,150.8,302.78,1.15
Belém,90,BR,1583117724,94,-1.46,-48.5,298.15,3.1
La Palma,90,US,1583117743,66,33.85,-118.05,287.15,2.1
Toora-Khem,13,RU,1583117743,89,52.47,96.11,256.59,1.46
Nambucca Heads,0,AU,1583117744,59,-30.65,153.0,309.82,4.6
Beihai,13,CN,1583117744,82,21.48,109.1,295.45,5.06
Ossora,0,RU,1583117744,73,59.24,163.07,259.73,1.14
Ixtapa,5,MX,1583117744,83,20.7,-105.2,297.15,2.1
Ketchikan,90,US,1583117744,75,55.34,-131.65,280.15,8.2
Matamoros,75,MX,1583117619,14,25.53,-103.25,300.37,2.23
Nishihara,20,JP,1583117744,64,26.18,127.76,296.15,5.7
Muyezerskiy,100,RU,1583117745,97,63.93,31.65,268.89,1.39
Palmas,97,BR,1583117745,90,-10.21,-48.36,296.55,0.77
Pahrump,75,US,1583117745,75,36.21,-115.98,285.37,7.2
Mount Isa,40,AU,1583117745,41,-20.73,139.5,307.15,6.2
La Romana,40,DO,1583117745,94,18.43,-68.97,298.15,3.02
Marzuq,0,YE,1583117745,58,14.4,46.47,289.56,0.65
Chicama,75,PE,1583117745,88,-7.84,-79.15,295.15,5.1
Maromitsa,100,RU,1583117745,95,59.87,48.01,272.32,5.7
Zhangjiakou,0,CN,1583117745,25,40.81,114.88,271.69,6.79
Pochutla,20,MX,1583117745,74,15.74,-96.47,300.15,3.1
Louis Trichardt,100,ZA,1583117644,96,-23.04,29.9,286.8,0.89
Olavarría,0,AR,1583117661,31,-36.89,-60.32,297.38,4.05
Osmanabad,0,IN,1583117746,57,18.17,76.05,297.09,1.94
Krasnovishersk,100,RU,1583117746,95,60.41,57.08,265.11,3.98
Tilichiki,0,RU,1583117746,83,60.47,166.1,257.99,1.85
Marfino,90,RU,1583117746,97,55.7,37.38,277.04,4.0
Mishan,97,CN,1583117746,84,45.55,131.88,269.08,2.3
Bambanglipuro,0,ID,1583117746,66,-7.95,110.28,303.33,1.31
High Prairie,100,CA,1583117746,94,55.43,-116.49,272.85,10.06
Longaví,0,CL,1583117746,67,-35.97,-71.68,286.98,0.11
Sakaiminato,75,JP,1583117746,87,35.55,133.23,283.15,5.7
Tautira,75,PF,1583117746,94,-17.73,-149.15,297.15,4.6
Brezová pod Bradlom,100,SK,1583117746,87,48.66,17.54,280.93,7.2
Farmington,90,US,1583117747,69,36.73,-108.22,283.15,1.5
Aranos,50,NA,1583117747,85,-24.13,19.12,289.81,4.16
Cândido Mendes,100,BR,1583117747,90,-1.45,-45.72,297.79,1.21
Qasigiannguit,89,GL,1583117747,42,68.82,-51.19,247.15,1.5
Egvekinot,2,RU,1583117747,84,66.32,-179.17,251.45,0.37
Anori,85,BR,1583117747,97,-3.77,-61.64,296.71,1.0
Yantal',96,RU,1583117747,90,56.85,105.25,260.63,0.22
Mafinga,100,TZ,1583117747,95,-7.25,35.07,292.85,0.62
Rawlins,90,US,1583117747,85,41.79,-107.24,268.15,4.6
Port Hedland,0,AU,1583117747,63,-20.32,118.57,306.15,3.6
Dalbandin,0,PK,1583117747,37,28.89,64.41,288.84,1.89
Ampanihy,27,MG,1583117747,93,-24.7,44.75,291.32,4.98
Henties Bay,31,NA,1583117748,86,-22.12,14.28,292.15,1.87
Padang,89,ID,1583117748,62,-0.95,100.35,300.72,1.43
Yichang,100,CN,1583117748,80,30.71,111.28,279.77,5.29
Kalispell,75,US,1583117719,55,48.2,-114.31,274.26,4.6
Pilar,20,BR,1583117748,88,-9.6,-35.96,298.15,1.0
Kumul,0,CN,1583117748,35,42.8,93.45,277.24,0.82
Hamilton,75,US,1583117704,43,39.18,-84.53,287.15,3.6
Nioro,0,GM,1583117748,8,13.35,-15.75,295.92,2.24
Sitka,90,US,1583117748,80,57.05,-135.33,277.15,9.8
Shache,0,CN,1583117748,58,38.42,77.24,274.82,0.63
Saquarema,90,BR,1583117748,83,-22.92,-42.51,295.15,2.1
Manzhouli,100,CN,1583117645,91,49.6,117.43,258.9,1.67
Cayenne,75,GF,1583117749,78,4.93,-52.33,299.15,2.1
Virginia Beach,1,US,1583117684,64,36.85,-75.98,280.93,2.1
Departamento de Maldonado,0,UY,1583117486,83,-34.67,-54.92,294.26,4.6
Lüderitz,25,NA,1583117749,93,-26.65,15.16,292.15,0.5
Zhoucun,100,CN,1583117749,33,36.82,117.82,282.59,1.8
Mogadishu,34,SO,1583117749,82,2.04,45.34,299.62,7.16
Caravelas,36,BR,1583117749,79,-17.71,-39.25,300.36,4.57
Aasiaat,100,GL,1583117749,94,68.71,-52.87,247.2,4.06
Denpasar,9,ID,1583117745,58,-8.65,115.22,303.46,1.96
Porosozero,100,RU,1583117749,97,62.72,32.73,273.26,2.86
Quatre Cocos,75,MU,1583117749,94,-20.21,57.76,299.15,4.08
Te Anau,41,NZ,1583117749,59,-45.42,167.72,291.53,4.06
Alice Springs,90,AU,1583117750,61,-23.7,133.88,298.15,0.5
Kamyshla,40,RU,1583117750,95,54.12,52.14,267.12,4.12
Faya,0,SA,1583117750,66,18.39,42.45,285.15,1.62
Cham,27,CH,1583117750,86,47.18,8.46,277.04,3.69
San Borja,11,BO,1583117750,67,-14.82,-66.85,296.76,1.29
Namatanai,6,PG,1583117750,70,-3.67,152.43,302.76,1.78
Humaitá,100,BR,1583117750,98,-7.51,-63.02,296.39,0.61
Arrondissement de Saumur,75,FR,1583117750,93,47.33,-0.25,281.48,4.1
Yong’an,0,CN,1583117750,24,39.7,113.69,273.15,4.48
Mlonggo,40,ID,1583117750,79,-6.53,110.7,302.15,4.1
Bairiki Village,75,KI,1583117750,70,1.33,172.98,304.15,5.7
Laas,33,IT,1583117750,92,46.62,10.7,274.26,1.0
Thinadhoo,18,MV,1583117751,73,0.53,72.93,301.45,3.52
Kysyl-Syr,9,RU,1583117751,92,63.9,122.76,254.64,1.44
Jingdezhen,76,CN,1583117751,64,29.29,117.21,286.27,2.06
Pangnirtung,9,CA,1583117751,76,66.15,-65.71,241.24,0.56
Turbat,0,PK,1583117751,40,26.0,63.04,292.65,0.77
Soyo,100,AO,1583117751,88,-6.13,12.37,299.21,1.66
Mandalgovi,100,MN,1583117751,87,45.76,106.27,260.55,10.03
Noumea,100,NC,1583117678,78,-22.28,166.46,300.37,1.5
Xining,56,CN,1583117751,66,36.62,101.77,272.28,1.16
Taoudenni,0,ML,1583117751,10,22.68,-3.98,293.38,3.23
Lubao,40,PH,1583117751,54,14.92,120.55,303.15,2.1
Leh,0,IN,1583117752,66,34.17,77.58,256.71,1.11
Dawei,19,MM,1583117752,61,14.08,98.2,300.31,2.36
Kalmunai,68,LK,1583117752,69,7.42,81.82,300.31,3.33
Bodaybo,90,RU,1583117752,88,57.85,114.19,260.98,0.97
Tonantins,100,BR,1583117752,97,-2.87,-67.8,296.3,0.73
Pacific Grove,20,US,1583117752,76,36.62,-121.92,284.26,3.24
Waingapu,99,ID,1583117752,71,-9.66,120.26,302.06,2.89
Zhigansk,15,RU,1583117752,96,66.77,123.37,252.05,2.14
Forssa,100,FI,1583117752,95,60.81,23.62,276.48,0.45
Chapais,20,CA,1583117752,77,49.78,-74.85,257.15,3.1
Vao,100,NC,1583117753,82,-22.67,167.48,299.48,2.91
Praia,99,CV,1583117753,64,14.92,-23.51,296.15,7.7
Bhadrāchalam,85,IN,1583117753,65,17.67,80.88,298.49,2.29
Honningsvåg,93,NO,1583117753,77,70.98,25.97,270.52,6.12
Terrace,90,CA,1583117753,98,54.52,-128.6,274.82,10.3
Palmer,20,US,1583117753,53,42.16,-72.33,270.93,0.77
Lüshunkou,42,CN,1583117753,34,38.8,121.27,276.15,4.0
General Roca,0,AR,1583117753,21,-39.03,-67.58,306.15,3.6
Roswell,1,US,1583117753,54,34.02,-84.36,287.15,3.02
Bathsheba,20,BB,1583117753,69,13.22,-59.52,298.15,7.2
Coquimbo,75,CL,1583117753,88,-29.95,-71.34,290.15,1.5
Ordzhonīkīdze,0,KZ,1583117753,90,52.44,61.74,263.78,3.9
Timrå,90,SE,1583117754,92,62.49,17.33,269.26,2.1
Hobyo,7,SO,1583117754,85,5.35,48.53,296.06,4.12
Mbanza-Ngungu,95,CD,1583117754,98,-5.25,14.87,293.67,0.98
Llanes,100,ES,1583117754,84,43.42,-4.75,283.71,8.94
Gwadar,0,PK,1583117517,53,25.12,62.33,295.92,3.65
Byron Bay,0,AU,1583117834,70,-28.65,153.62,307.04,4.6
Russell,1,US,1583117754,43,32.35,-85.2,287.04,2.1
Port Macquarie,2,AU,1583117660,24,-31.43,152.92,310.93,5.1
Shingū,20,JP,1583117754,62,33.73,135.98,288.15,5.7
Hadsten,53,DK,1583117754,93,56.33,10.05,277.15,3.1
Talara,86,PE,1583117754,86,-4.58,-81.27,298.38,4.86
Santa Cruz de la Sierra,0,BO,1583117668,78,-17.8,-63.17,296.15,2.6
Lieksa,100,FI,1583117755,98,63.32,30.02,269.82,0.97
Hazorasp,0,UZ,1583117755,86,41.32,61.07,277.15,2.1
Eyl,67,SO,1583117755,78,7.98,49.82,297.92,6.54
Pemba,100,MZ,1583117755,84,-12.97,40.52,297.99,6.21
Raudeberg,100,NO,1583117755,69,61.99,5.14,277.15,3.6
Souillac,75,MU,1583117755,94,-20.52,57.52,299.15,1.29
Hvolsvollur,100,IS,1583117755,82,63.75,-20.22,273.15,6.26
Mandera,0,KE,1583117755,18,3.94,41.87,294.26,3.75
Lundazi,74,ZM,1583117755,95,-12.29,33.18,290.37,3.1
Celestún,0,MX,1583117755,71,20.87,-90.4,297.11,7.93
Kolda,0,SN,1583117755,20,12.88,-14.95,295.15,0.93
Golfito,26,CR,1583117756,91,8.64,-83.17,297.49,0.58
Ust-Nera,27,RU,1583117756,88,64.57,143.2,250.81,1.49
Ozernovskiy,0,RU,1583117756,75,51.5,156.52,270.24,1.7
Corbélia,3,BR,1583117525,56,-24.8,-53.31,294.15,6.2
Kaitangata,40,NZ,1583117756,88,-46.28,169.85,288.05,6.06
Luena,81,AO,1583117756,88,-11.78,19.92,289.08,1.42
Nortelândia,5,BR,1583117756,92,-14.45,-56.8,294.78,0.45
Oberwil,0,CH,1583117756,80,47.51,7.56,277.15,3.1
Necochea,4,AR,1583117756,80,-38.55,-58.74,297.59,5.36
Sinnamary,98,GF,1583117756,76,5.38,-52.95,299.61,5.85
Goderich,100,CA,1583117756,73,43.75,-81.72,278.15,4.92
Rehnān,20,IR,1583117756,48,32.68,51.6,278.15,3.1
Evensk,0,RU,1583117757,62,61.95,159.23,263.04,0.82
Jiwani,0,PK,1583117757,55,25.05,61.74,295.66,2.78
Germersheim,90,DE,1583117757,93,49.22,8.36,279.82,3.1
Ust'-Barguzin,13,RU,1583117757,85,53.45,108.98,262.6,0.77
Vardø,100,NO,1583117757,75,70.37,31.11,270.45,4.01
El Salvador,24,SV,1583117700,64,13.83,-88.92,300.15,3.1
Isangel,75,VU,1583117757,74,-19.55,169.27,303.15,2.1
Iquique,35,CL,1583117519,68,-20.22,-70.14,295.15,5.1
Mount Darwin,100,ZW,1583117757,95,-16.77,31.58,289.45,0.62
Verkhnyaya Inta,99,RU,1583117757,93,65.98,60.31,266.16,9.24
Leer,92,SS,1583117757,14,8.3,30.14,295.49,2.0
Upington,31,ZA,1583117899,93,-28.45,21.26,290.15,2.67
